,id,cmt,price,service,ship,performance,genuine,configuration,access,other,model
820,r-52183461,"ưu_điểm mượt , camera chụp ảnh quay pin đẹp , thiết_kế đẹp . nhược_điểm pin nhanh hết nhanh nóng_máy chơi game , bắt sóng 4 g kém hơn con oppo f7 mình sài 4 năm .",0,0,0,0,0,1,0,0,1
821,r-54149942,giao hàng nhanh . nhân_viên giao hàng nhiệt_tình . máy tốt,0,1,1,0,0,0,0,0,0
822,r-53458204,"máy sài tốt chụp hình đẹp , sạc nhanh phù_hợp tầm giá",0,0,0,0,0,1,0,0,0
823,r-53181788,"máy dùng tốt , pin tốt , loa to mình hài_lòng sản_phẩm",0,0,0,0,0,1,0,0,0
824,r-53808701,"loa , mic tốt , phần_mềm mượt_mà , hiệu_năng tốt nhất trong tầm_giá , sóng 4 g hơi yếu máy khác",0,0,0,0,0,1,0,0,0
825,r-53663890,"camera chụp hình quá đỏ , mặt đau bệnh gần chết , xơ_xát dù kéo hết_áp . mua hối_hận",0,0,0,0,0,2,0,0,0
826,r-53651133,loa ngoài gọi máy khác to nhỏ . mất chữ . gọi bảo_hành 1 gởi máy về hãng hoặc mất 10 phí . chán,0,0,0,0,0,2,0,0,0
827,r-53600844,"mới mua máy hôm mùng 5 tết làm tất_cả mọi thứ tin nhắn hoặc thông_báo màn_hình sáng , một lời giải_thích , lỗi máy mua hay a33 thông_báo",0,0,0,0,0,2,0,1,0
828,r-53216191,mới mua 1 tuân_cảm_nhận tốt_thích nhất loa nghe nhạc ấm nhân_viên nhiệt_tình chu_đáo,0,1,0,0,0,1,0,0,0
829,r-53157799,"chán , lướt_video trong facebotốt mất hình_hoài , mặc_dù wiffi bình_thường , gỡ cài facebotốt",0,0,0,0,0,0,0,1,0
830,r-53116187,"sạt pin nhanh , chụp hình đẹp , mở máy khởi_động nhanh , tôi hài_lòng máy điện_thoại samsung galaxy a33 .",0,0,0,0,0,1,0,0,0
831,r-52975770,sản_phẩm đẹp mẫu_mã tuyệt_vời nhỏ gọn thời thượng_dùng tuyệt_vời cảm_ơn nhà_sản_xuất cảm_ơn thế_giới di_động,0,0,0,0,0,0,0,0,1
832,r-52961685,"lâu mới thấy em máy toàn_diện a33 5 g , chống nước , chip khá ổn , pin trâu , nhẹ , sạc nhanh , loa to , chụp hình chống rung ổn_định trừ 1 lí_do sạc kèm",0,0,0,0,0,1,0,0,0
833,r-52892555,"cấu_hình máy tốt , giá cã hợp_lý . đáng mua",1,0,0,0,0,1,0,0,0
834,r-52513039,"máy chạy mượt , camera đẹp , thời_lượng pin tốt . nhân_viên tư_vấn ở tgdđ hậu_giang q6 vui_vẻ nhiệt_tình .",0,1,0,1,0,1,0,0,0
835,r-52432275,máy chơi game mượt_pin khá trâu màn_hình samsung đẹp đến giờ camera chụp nét mua giá 6 triệu 890.000 khá hời,1,0,0,0,0,1,0,0,0
836,r-52309111,"thông_minh hơn , sang_trọng hơn , cảm_biến vân tay nhaỵ , chạy mượt .",0,0,0,1,0,0,0,0,1
837,r-52300460,"thật_tình mới mua em 5 ngày thấy hài_lòng , hình_ảnh chụp đẹp , xem phim youtube hình_ảnh nhòe rõ nét . thật tình hơi thất_vọng",0,0,0,0,0,1,0,0,0
838,r-51815016,"máy màn đẹp , chụp ảnh chơi game tạm . pin 5 k tụt hơi nhanh tầm 5 h . nhân viên tư_vấn nhiệt_tình",0,1,0,0,0,2,0,0,0
839,r-51705497,"mua đứa em chơi gêm , máy lag , giật , nóng_máy . pin_tụt nhanh , bắt wifi kém . chê , trả",0,0,0,2,0,2,0,0,0
840,r-51324265,"máy chạy khá mượt , sóng điện_thoại va_wifi ổn_định cần_thiết_nhât , chơi game ít nóng_máy , pin tốt . điểm trừ máy kèm cục sạc , mua riêng .",0,0,0,1,0,1,1,0,0
841,r-52349632,nói_chung máy khỏe quay chụp hình tốte_mượt phần mặt sài nó phồng rộp lớp sớn cạnh góc 1 xíu mang bảo_hành về phần,0,0,0,1,0,1,0,0,2
842,r-52191367,"hài_lòng sản_phẩm , máy chạy ổn_định .",0,0,0,1,0,0,0,0,0
843,r-52114800,"máy dùng khá mướt , pin trâu , tầm_giá quá tốtie",1,0,0,1,0,1,0,0,0
844,r-51384175,"màn_hình đẹp , pin trâu , sắc nhanh , lướt_mượt , chụp hình rõ , sắc nét , giá tiền phù_hợp , mình thấy tốt , hài_lòng .",1,0,0,0,0,1,0,0,0
845,r-51331263,"tuyệt , mức giá 1 máy còn bằng , pin trâu sạc nhanh , dùng mượt .",1,0,0,1,0,1,0,0,0
846,r-53088816,"máy_chiến game liên_minh , liên_quân , pubg_mượt . chạy ứng_dụng nhẹ summon dragon king , mp3 thỉnh_thoảng giật , lag . hiểu , 5 máy pin trâu",0,0,1,2,0,1,0,0,0
847,r-53934842,"giá_cả hợp_lý , pin tốt , màu đẹp . sản_phẩm tốt . nhân_viên tư_vấn nhiệt_tình . mọi người mua",1,1,0,0,0,1,0,0,0
848,r-52722086,"trong tuần đầu_tiên , máy dùng tốt . loa trong , loa ngoài rè . nhân_viên dmx không_thể xác_nhận . do_đó mình đổi máy lần thứ 2 trong tháng , lần mất 29 . dù máy realme mới thấy ổn .",0,0,0,0,0,2,0,0,0
849,r-51169204,"camera to , 2 mắt nhìn ngầu chụp hình quá kém , ngoại_hình đẹp , pin trâu , vân tay nhạy",0,0,0,0,0,1,0,0,1
850,r-50770079,"máy mượt , chơi game_tốt . nhân_viên phục_vụ nhiệt_tình , vui_vẻ giới_thiệu người_thân",0,1,0,1,0,0,0,0,0
851,r-50686808,"máy sử_dụng mượt chụp ảnh đẹp , nhân_viên nhiệt_tình tôi giới_thiệu người_thân mua sản_phẩm .",0,1,0,1,0,1,0,0,0
852,r-53997660,camera không đẹp hổ_trợ chụp ban_đêm trong bóng tối_độ phân_giải kém hạt_nhiễu cammera cấu_hình tốt loa lớn_rè nút nguồn cảm_biến vân tay nhấn nút tiến_cọc cọc gây khó_chịu,0,0,0,0,0,2,0,0,0
853,r-53877122,"camera quá tệ , chụp mờ_câm , rõ nét hết , biết lỗi hay camera nó thế .",0,0,0,0,0,1,0,0,0
854,r-53616097,"máy đẹp , tính mua note 11 sợ lỗi chuyển em , thiết_kế nhựa sang , chụp hình đêm khá , pin tầm 1 ngày . nói_chung đáng mua .",0,0,0,0,0,1,0,0,1
855,r-54456445,"tốt mức giá . người lớn_tuổi , nhu_cầu làm_việc , chơi game nặng sử_dụng mẫu hợp túi_tiền tuy_nhiên , thao_tác chụp màn_hình nhanh . chất_lượng hình_ảnh ổn",1,0,0,1,0,1,0,0,0
856,r-54372763,"nhân_viên phục_vụ nhiệt_tình , vui_vẻ tinh_thần trách_nhiệm cao",0,1,0,0,0,0,0,0,0
857,r-53815913,"sản_phẩm tốt , nhân_viên thân_thiện , phục_vụ chu_đaó , nhiệt_tình",0,1,0,0,0,0,0,0,0
858,r-52420645,"máy dùng tốt chính_sách chăm_sóc khách_hàng mua máy cũ đổi trả tốt phụ_kiện tai_nghe kèm máy , dán cường_lực hay chống_xước tinh_tế bằng tiệm điện_thoại nhỏ",0,1,0,0,0,0,1,0,2
859,r-51914666,"tốt , nhân_viên chi_nhánh hàng vịnh , năm căn tư_vấn hỗ_trợ nhiệt_tình .",0,1,0,0,0,0,0,0,0
860,r-51605375,"máy mới mua , xài thấy mượt , tốt tầm_giá , nhân_viên chu_đaó , cảm_biến vân tay 1 chạm nhaỵ , tốt",0,0,0,1,0,0,0,0,0
861,r-51300403,107 ngô mây tp.quy_nhơn . anh_chị tư_vấn nhiệt_tình chu_đaó . máy sài ổn_định đủ nhu_cầu bản_thân .,0,1,0,0,0,0,0,0,0
862,r-51034977,máy xài tốt . nhân_viên bán hàng vui_vẻ nhiệt_tình . có_điều xin góp_ý nhân_viên dán màn_hình làm ẩu quá không tỉ_mĩ . mới dán về đến nhà lột hết,0,1,0,0,0,2,0,0,0
863,r-54669472,"hoạt_động tốt , mạnh_mẽ , pin thời_lượng khá , màn_hình sáng rõ , cảm_ứng nhạy . nhìn_chung chất_lượng tốt giá tiền .",0,0,0,0,0,1,0,0,0
864,r-54456551,"ảnh chụp ánh_sáng yếu thấy , chụp cận_cảnh quá mờ",0,0,0,0,0,2,0,0,0
865,r-54013966,"dùng một thời_gian đánh_giá . dùng mượt , mọi thứ ổn . sạc nhanh_đâỳ . chê . nhân_viên chăm_sóc khách_hàng tốt .",0,1,0,1,0,1,0,0,0
866,r-53990163,"đánh_giá tổng_quan tốt . vân tay cạnh viền hoạt_động nhanh , chính_xác . trầy_trật vân_tay màn_hình . máy chạy mượt . độ hoàn_thiện khá tốt .",0,0,0,1,0,0,0,0,1
867,r-53610304,"chính hãng tốt về mọi mặt , chức_năng đa_dạng tuyệt . hài_lòng sản_phẩm ,",0,0,0,0,1,1,0,0,0
868,r-53599081,"mình mới mua 5 ngày , nhận_xét sơ_bộ máy tốt trong tầm_giá , quảng_cáo máy tq , màn_hình đẹp , tác_vụ mượt , pin tốt . nói_chung tốt .",0,0,0,1,0,1,0,0,0
869,r-52848837,"mình mua 1 tuần . cảm_nhận mình a23_màng hình to , pin trâu , nói sạc nhanh mình thấy bình_thường nhanh , camera chụp hình màu hơi taí . nói_chung ổn",0,0,0,0,0,1,0,0,0
870,r-52694839,"mới mua hôm_qua 299 5990 k nay 309 coi thấy còn giá 5690 k , thật đau_lòng 300 k tui",0,0,0,0,0,0,0,1,0
871,r-52593458,"mới mua 1 tuần loa lớn nhỏ khó_chịu , thấy bình_luận nói , chẳng_lẽ cửa_hàng biết máy lỗi bán .",0,0,0,0,0,2,0,0,0
872,r-52423503,"điện_thoại dùng mượt tốt nhất trong tầm_giá . nhân_viên điện_máy xanh lai_châu tư_vấn nhiệt_tình ,",0,1,0,1,0,0,0,0,0
873,r-52326119,"máy mình dùng 2 tháng , camera đẹp , hiệu_năng ổn , pin tụt hơi nhanh . mình hỏi chip snapdragon 680 mạnh ngang chip nào",0,0,0,0,0,1,0,0,0
874,r-52211159,"sản_xuất dây sạc quá ngắn lần sạc điện_thoại , dây ngắn toàn khom người hoặc ngồi tụt xuống sử_dụng máy điện_thoại .",0,0,0,0,0,0,2,0,0
875,r-52116229,pin khỏe vân tay nhạy . điểm trừ camera xấu 1 số ứng_dụng đơ thoát ra_vào khó_chịu,0,0,0,0,0,2,0,0,0
876,r-51815205,"lần đầu dùng thấy máy chụp ảnh_hởi rung_giật , thao_tác giao_diện chậm giật , lag , pin hết nhanh mặc_dù chơi game nặng",0,0,0,2,0,2,0,0,0
877,r-51699467,"mọi thứ mình dùng tốt về phần loa to_nhỏ thất_thường xem youtube , nghe nhạc_vv , mong giải_đáp khắc_phục",0,0,0,0,0,2,0,0,0
878,r-51278244,"mọi thứ ổn , loa to nhỏ . nhất xem facebotốt watch tầm đêm rõ_rệt hơn . cập_nhật phần_mềm thấy tính_trạng loa to_nhỏ đỡ hơn . tình_trạng .",0,0,0,0,0,1,0,0,0
879,r-51054242,"màn hình_tốt . nghe gọi ổn . chíp tạm ổn . camera xấu . wifi_yếu , tệ nhất zalo . kết_nối bluetooth loa kéo không tivi kết_nối . mua ngày 342022",0,0,0,0,0,2,0,0,0
880,r-54630156,điện_thoại đẹp . nhân_viên tư_vấn nhiệt_tình . hài_lòng về sản_phẩm nhân_viên,0,1,0,0,0,0,0,0,1
881,r-54629115,tôi mua máy về người_nhà bạn_bè ai thích mẫu máy ưng_lướt nhanh đẹp chắc_chắn,0,0,0,0,0,0,0,0,1
882,r-54628157,"máy dùng mượt , chụp ảnh xinh lắm tầm_giá máy tốt",1,0,0,1,0,1,0,0,0
883,r-54627851,"dùng thấy sản_phẩm tốt thiết_kế đẹp_mắt , đầy_đủ tính_năng cấu_hình",0,0,0,0,0,1,0,0,1
884,r-54627818,sản_phẩm quá tốt nhân_viên vui_vẻ nhiệt_tình tiếp_tục ủng_hộ,0,1,0,0,0,0,0,0,0
885,r-54627667,"trước_mắt chạy ổn_định , cấu_hình mượt , chơi game nhanh nóng_máy . nói_chung tốt",0,0,0,1,0,1,0,0,0
886,r-54627459,"sản_phẩm sử_dụng tốt , nhân_viên vui_vẻ nhiệt_tình . chú bảo_vệ niềm_nở khách đến .",0,1,0,0,0,0,0,0,0
887,r-54627198,"điện_thoại sử_dụng tốt , giá tiền phù_hợp học_sinh , sinh_viên .",1,0,0,0,0,0,0,0,0
888,r-54626355,sản_phẩm điện_máy xanh dùng tốt . nhân_viên bán hàng dễ_thương .,0,1,0,0,0,0,0,0,0
889,r-54626172,máy tốt load hơi chậm_xíu,0,0,0,2,0,0,0,0,0
890,r-54626145,"máy ổn dùng ổn_định số tầm_giá , nhân_viên chủ_đáo nhiệt_tình .",0,1,0,0,0,0,0,0,0
891,r-54625388,dùng tốt có_điều tiếng chuông điện_thoại hơi nhỏ,0,0,0,0,0,0,0,1,0
892,r-54625378,tôi hài_lòng về sản_phẩm ở cửa_hàng nhân_viên hướng_dẫn tận_tình chu_đáo tôi biết nói thêm tôi hài_lòng bạn nhân_viên tư_vấn tôi,0,1,0,0,0,0,0,0,0
893,r-54763170,"máy ổn đẹp chụp hình tạm chơi game một_số game lỗi , mua dòng note tối_ưu hơn .",0,0,0,0,0,1,0,0,0
894,r-54762018,"sản_phẩm dùng ổn , điểm trừ màn lưng làm bằng kính khá nhanh nóng_máy . nhân_viên phục_vụ nhiệt_tình , xứng_đáng 5",0,1,0,0,0,2,0,0,0
895,r-54752022,máy hoạt_động nhanh . nhân_viên giao_tiếp tư_vấn năng_lực,0,1,0,1,0,0,0,0,0
896,r-54748424,"mới dùng nhung thấy pin_hao nhanh , còn thấy tốt",0,0,0,0,0,2,0,0,0
897,r-54735364,"máy quảng_cáo sạc nhanh 18 w mất 2 h30 phút mới đầy pin , chậm hơn sạc 10 w redmi 9 a",0,0,0,0,0,2,0,0,0
898,r-54732684,sản_phẩm ổn nhân_viên thân_thiện,0,1,0,0,0,0,0,0,0
899,r-54729186,tôi thấy loa hơi nhỏ . xem video hay nghe nhạc mở loa to nhất mới nghe rõ,0,0,0,0,0,2,0,0,0
900,r-54949414,sàn_phẩm dùng tốt . bin châu_máy mượt đi ngoài_trời độ sáng 50 vân nhìn tốt . tâm_giá máy dùng tốt .,0,0,0,1,0,1,0,0,0
901,r-54823985,pin không trụ lâu đó_độ sáng màn_hình 550 nits sử_dụng ngoài_trời tăng độ sáng kèm tiêu_thụ pin . camera rỗ tươi_mịn . nói chúng mức giá tạm,0,0,0,0,0,2,0,0,0
902,r-54770837,sản_phẩm chạy mượt . giá tiền dùng quá tốt,1,0,0,1,0,0,0,0,0
903,r-54769677,"sản_phẩm tốt , nhân_viên tư_vấn hỗ_trợ nhiệt_tình , 10 đ nhaaa",0,1,0,0,0,0,0,0,0
904,r-54766941,"kiểu_dáng đẹp , sang_trọng , dùng mượt_mà , thực_sự hài_lòng , đặc_biệt nhân_viên tư_vấn thiện_chí , nhiệt_tình , mến khách",0,1,0,1,0,1,0,0,1
905,r-54766818,"tạm ổn về nhân_viên sản_phẩm . tôi thường_xuyên mua hàng điện_máy xanh , mong ưu_đãi khách_hàng thân_thiện .",0,1,0,0,0,0,0,0,0
906,r-54765748,"dung_lượng cao , pin tốt , máy_ảnh chụp tuyệt_vời",0,0,0,0,0,1,0,0,0
907,r-54765704,"sản_phẩm đẹp , hình_ảnh chụp sắc nét . máy xài 1 sim .",0,0,0,0,0,1,0,0,1
908,r-54765683,máy đẹp loa lớn màn_hình lớn . kiểu mới đẹp,0,0,0,0,0,1,0,0,1
909,r-54759934,"đáng mua trong tầm_giá , cấu_hình mạnh pin trâu nhé bạn .",0,0,0,0,0,1,0,0,0
910,r-54758342,máy đẹp chất_lượng tốt sài thích mình đánh_giá 5 sao,0,0,0,0,0,0,0,0,1
911,r-54756438,tôi cảm_nhận thấy phân_khúc tiền như_vậy redimi 12 xứng_đáng,0,0,0,0,0,0,0,1,0
912,r-54756400,sản_phẩm tốt nhân_viên thân_thiện nhiệt_tình khách_hàng,0,1,0,0,0,0,0,0,0
913,r-54756081,"sản_phẩm chụp hình rõ nét , pin lâu_hao , cấu_hình mạnh , lướt_web vi_vu",0,0,0,0,0,1,0,0,0
914,r-54756020,máy mượt giá_cả hợp_lý chạy xe công_nghệ sử_dụng con máy phù_hợp túi_tiền,1,1,0,1,0,0,0,0,0
915,r-54751818,"máy kiểu_dáng đẹp , giá tiền , phù_hợp học_sinh",1,0,0,0,0,0,0,0,1
916,r-54750897,điện_thoại đẹp cấu_hình_tốt xứng_đáng mua,0,0,0,0,0,0,0,0,1
917,r-54750768,máy chạy mượt . nhân_viên tư_vấn nhiệt_tình . bảo_hành sản_phẩm trên mong_đợi,0,1,0,1,0,0,0,0,0
918,r-54750712,"phòng cách phục_vụ tốt , tư_vấn nhiệt_tình",0,1,0,0,0,0,0,0,0
919,r-54749744,"thiết_kế máy nhìn đẹp , cấu_hình cao giá sản_phẩm , màu máy đẹp , giá hợp_lý .",1,0,0,0,0,1,0,0,1
920,r-54748151,mới dùng 3 ngày thấy tốt lắm . giá rẻ cấu_hình cao . dùng mượt không lag . điểm trừ camera chụp ảnh không đẹp,1,0,0,1,0,1,0,0,0
921,r-54748101,"tốt , máy chạy mượt nghe gọi rõ , nói_chung tốt",0,0,0,1,0,0,0,0,0
922,r-54748068,"sản_phẩm xài_ổn , thiết_kế đẹp khó những_ai dùng máy_hiệu lần đầu",0,0,0,0,0,0,0,0,1
923,r-54748005,"máy thiết_kế đẹp , mượt_mà . cảm_thấy hài_lòng mức giá .",1,0,0,1,0,0,0,0,1
924,r-54747986,máy sài thấy tốt . chạy mượt máy tốt . chạy mượt,0,0,0,1,0,0,0,0,0
925,r-54747955,"điện_thoại mẫu_mã hiện_đại , thiết_kế thông_minh , nhanh mượt",0,0,0,1,0,0,0,0,1
926,r-54747804,"pin dùng tốt , màn_hình sắc_nét , máy dùng mượt không đơ nhà mình 2 vo chồng dùng redmi12",0,0,0,1,0,1,0,0,0
927,r-54747548,máy mượt_cảm biến_vân tay nhạy_màn đẹp chip xử_lý ổn_định đáp_ứng nhu_cầu sử_dụng hàng sạc khá nhanh phim trâu,0,0,0,0,0,1,0,0,0
928,r-54747402,"tay , màn_hình mượt , pin trâu , loa ngoài tốt , chụp ảnh rõ nét",0,0,0,0,0,1,0,0,0
929,r-54745900,"dùng chơi game , liên_lạc . ổn . quay video , chụp ảnh hơi kém . loa ổn , xem phim tốt . dùng thử",0,0,0,0,0,1,0,0,0
930,r-54743822,"máy mượt mạnh , mạnh hơn hãng khác trong tầm_giá , mình thấy chơi game ổn pin trâu",0,0,0,1,0,1,0,0,0
931,r-54743093,"nhìn_chung ở tầm_giá tính_năng , tốc_độ sử_lý dùng ổn , phù_hợp nhu_cầu sử_dụng",1,0,0,0,0,0,0,0,0
932,r-54742325,kết_nối tai nghe bluetooth kém . nghe bé tí đến nhân_viên kiểm_tra test thêm máy khác . nhân_viên báo dòng máy nó như_vậy . muốn anh máy em gửi hãng,0,0,0,0,1,2,0,0,0
933,r-54732135,"điện_thoại thiết_kế đẹp , sang_trọng , màn_hình lớn , lướt_mượt , xài liên_tục nóng_máy , chụp hình đẹp , sạc nhanh , giá rẻ",1,0,0,1,0,1,0,0,1
934,r-54728179,"mua máy nhân_viên bán kêu máy mới , hộp một máy một bóc . máy chơi game nóng , giật_lác chơi liên_quân , sạc pin máy nóng . nói_chung tệ .",0,2,0,2,0,2,0,0,0
935,r-54064824,"sản_phẩm chất_lượng , sạc nhanh , gọn_nhẹ . giá tốt .",1,0,0,0,0,1,0,0,0
936,r-53667672,phù_hợp giá tiền . chất_lượng hình_ảnh tốt . xem youtube hình_ảnh không_sắc nét,1,0,0,0,0,1,0,0,0
937,r-53202899,camera đẹp . máy pin lâu sạc nhanh . xử_lý nhanh ổn_định . ngoại_hình rât ấn_tượng,0,0,0,0,0,1,0,0,1
938,r-52793705,mới mua máy kiểu sài 3 năm ấy . sản_phẩm quá tệ . sai_lầm mua 1 lần 2,0,0,0,0,0,0,0,1,0
939,r-52710948,nhân_viên chăm_sóc khách_hàng tận_tình chu_đáo,0,1,0,0,0,0,0,0,0
940,r-52362849,"hàng đẹp , giao hàng nhanh, tư_vấn nhiệt_tình",0,1,1,0,0,0,0,0,1
941,r-52061455,"điện_thoại đẹp , tốc_độ xử_lý tốt trong tầm_giá . loa lớn . điện_thoại ghi chớp chữ tăng bộ_nhớ ram 4 g4g thấy hết .",0,0,0,0,0,1,0,0,1
942,r-54612802,"dùng 1 thời_gian thấy bình_thường , gần máy mạng wifi lỗi . dùng 4 g không_sao . kết_nối wifi ứng_dụng fb , youtube , chome , . mạng bình_thường , game không kết_nối đc .",0,0,0,2,0,0,0,0,0
943,r-54413421,"xem mẫu 5 tr thấy a57 oppo thiết_kế đẹp , sạc nhanh , phụ_kiện đầy_đủ , dùng 1 tuần thấy máy tốt nhé_mn , mua",0,0,0,0,0,1,1,0,1
944,r-54286116,cấu_hình yếu . đứng máy . tự thoát khỏi ứng_dụng . cảm_ứng . nhắn_tin bàn_phiếm tự_động nhảy khác có_khi nhảy ngoài màng_hình chính .,0,0,0,0,0,2,0,0,0
945,r-54034279,"chơi game lag , camera mờ  lắm",0,0,0,2,0,2,0,0,0
946,r-53449915,"nhân_viên phục_vụ tốt , điện_thoại đẹp , máy chạy mượt trong tầm giá .",0,1,0,1,0,0,0,0,1
947,r-53402027,oppo a57 quá tuyệt_vời máy chạy mượt chụp ảnh sắc nét . nhìn chúng tốt,0,0,0,1,0,1,0,0,0
948,r-53372849,chạy mạng hơi kém khắc_phục thêm,0,0,0,2,0,0,0,0,0
949,r-53329849,"loa người khác gọi đến nhỏ , nhắn_tin tự thoát , hôm nào thời_gian ghé nhờ kĩ_thuật hỗ_trợ giúp",0,0,0,0,0,2,0,0,0
950,r-52914311,"nhanh hết pin , load màn_hình truy_cập ứng_dụng bất_kì hơi chậm ,",0,0,0,2,0,2,0,0,0
951,r-52881753,điện_thoại dùng tốt loa khuyến_mại dùng hỏng,0,0,0,0,0,2,0,0,0
952,r-52848223,máy thiết_kế đẹp loa lớn cầm chắc tay . pin sài lâu giá,0,0,0,0,0,1,0,0,1
953,r-52617023,"hình_ảnh ảo nét , bàn_phím khó sử_dụng , pin 5000 bằng 3000 sam_sung",0,0,0,0,0,2,0,0,0
954,r-52372216,"máy đẹp , pin dùng lâu . máy cảm_ứng vân_tay nhận_diện khuôn_mặt .",0,0,0,0,0,1,0,0,1
955,r-54138606,điện_thoại sai tốt nhân_viên bán hàng phụ_vụ khách nhiệt_tình,0,1,1,0,0,0,0,0,0
956,r-54126611,nhân_viên bán hàng nhiệt_tình . máy đẹp giá rẻ . sản_phẩm tốt nhất trong tầm giá tốt .,1,1,0,0,0,0,0,0,1
957,r-53230227,"nhân_viên nhiệt_tình sản_phẩm ổn trong tầm_giá , mọi người mua",0,1,0,0,0,0,0,0,0
958,r-53359737,"dùng tốt nhanh bắt sóng wifi tốt , loa nge rõ",0,0,0,0,0,1,0,0,0
959,r-52343225,mình mới mua con nói_chung tốt cảm_ơn nhân_viên ở chi_nhánh ninh quý_ninh phước ninh_thuận . nhiệt_tình vui_vẻ chúc_ttdd bán đắt hàng,0,1,0,0,0,0,0,0,0
960,r-52224523,"điện_thoại dùng êm , mượt , giá tốt",1,0,0,1,0,0,0,0,0
961,r-52198489,mọi thứ tốt_trừ camera chụp xấu đau_đớn ai thích chụp hình không mua,0,0,0,0,0,2,0,0,0
962,r-51508032,"mua dùng cảm_thấy tốt , máy đẹp choi game ổn chụp hinh tốt gặp vấn_đề",0,0,0,1,0,1,0,0,1
963,r-50036638,mình mua điện_thoại 2 tuần . máy xài tốt . pin xài hơn một ngày . chụp ảnh đẹp . loa ổn hơi nhỏ tốt . giá_cả phải_chăng . tôi hài_lòng sản_phẩm . 5 ☆,1,0,0,0,0,1,0,0,0
964,r-49508196,camera chụp ảnh đẹp . mờ_mờ làm_sao ấy . loa nghe hơi chát . nói_chung hài_lòng,0,0,0,0,0,2,0,0,0
965,r-49451317,"sản_phẩm tốt mạng wifi tốt pin sử_dụng lâu_độ lướt_máy nhanh , sản_phẩm phù_hợp giá tiền",0,0,0,0,0,2,0,0,0
966,r-48768036,mới mua 3 ngày mình thấy mọi thứ ổn . mất màn_hình màu_sắc hơi nhạt .,0,0,0,0,0,2,0,0,0
967,r-53640653,"điểm cộng lớn ngoại_quan đổi màu đẹp , máy nhẹ , camera chụp ảnh chất_lượng , siêu_nét , màu đẹp , không app_chỉnh ảnh . điểm trừ máy sạc nóng pin không trâu lắm đâu , pin tạm ổn thôi .",0,0,0,0,0,2,0,0,1
968,r-50972122,"xài khá tốt , cập_nhật hệ_thống máy siêu_lag , ứng_dụng phản_hồi , không hiện bàn_phím soạn . lỗi bong_bóng chat_messenger hiện . khởi_động máy không tác_dụng",0,0,0,2,0,0,0,1,0
969,r-50505078,"máy dùng ổn , chơi game_mượt , pin trâu , sạc nhanh , thiết_kế máy đẹp tinh_tế .",0,0,0,1,0,1,0,0,1
970,r-50467698,"máy mới chậm thông_báo messenger instagram bóng bóng_chat hiện dù khởi_động , cập_nhật máy ứng_dụng đâu máy khác sao hết , riêng máy thôi",0,0,0,2,0,0,0,0,0
971,r-49845219,"máy mua hơn 2 ngày , dùng tạm ổn , phát_hiện lỗi mic , gọi người bên nghe nghe nhỏ , gọi bằng app rè_rè nói kêu sè sè không nghe rõ . dự_định liên_hệ shop đổi máy",0,0,0,0,0,0,0,1,0
972,r-49782055,tốt ổn_áp trong tầm giá nhân_viên nhiệt_tình nhanh_chóng mình hài_lòng về sản_phẩm,1,1,0,0,0,0,0,0,0
973,r-49762031,"điện_thoại mỏng nhìn đẹp , mua màu trắng thực_tế xanh_đổi màu đẹp . điện_thoại tầm_trung đầy_đủ tính_năng chụp hình rõ đẹp",0,0,0,0,0,1,0,0,1
974,r-49752342,"sản_phẩm ưng_ý , đẹp , nhân_viên phục_vụ nhiệt_tình , tuy mới dùng vài ngày trải_nghiệm tốt .",0,1,0,0,0,0,0,0,1
975,r-49127416,"máy mượt , xài ổn_định , giao_diện đẹp , chiến_game tốt . có_điều máy chăm_sóc kĩ muốn dùng lâu_dài , hay ấm sạc đơ 23 giây khởi_động .",0,0,0,1,0,1,0,0,0
976,r-48826470,sử_dụng hơn một tuần chập_chờn tưởng wifi lấy máy khác xem sao máy chạy bình_thường còn máy lướt hầu_như chập_chờn chụp ảnh camera hơi vàng camera tạm ổn,0,0,0,0,0,2,0,0,0
977,r-53679573,"sản_phẩm dùng ổn , thiết_kế trẻ_trung , cấu_hình phù_hợp trong tầm_giá , màn_hình đẹp , pin dùng khoảng 1.5 ngày tùy nhu_cầu",0,0,0,0,0,1,0,0,1
978,r-52973773,"điện_thoại samsung galaxy a13 phần cảm_ứng nhạy_bén , camera rõ nét , dễ sử_dụng , giá_cả hợp_lý .",1,0,0,0,0,1,0,0,0
979,r-52935456,"mặt lưng ọp_ẹp chắc_chắn , cấu_hình yếu game nhẹ hay văng . điểm cộng pin khá trâu sử_dụng thời_gian dài . máy phù_hợp những_ai nhu_cầu nghe gọi hoặc lướt youtube hoặc tikttốt thôi .",0,0,0,1,0,1,0,0,2
980,r-52901869,vân tay không nhạy nhận_diện mặt chậm trãi_nghiệm khá chán không mượt chậm dòng giá cấu_hình,0,0,0,2,0,0,0,0,0
981,r-52869513,"nhân_viên điện_máy xanh phường vĩnh_tường thị_xã long_mỹ nhiệt_tình . máy pin_khỏe , chạy mượt .",0,1,0,1,0,1,0,0,0
982,r-52710345,mình vừa_mới mua con thấy xài tốt chụp hình đẹp lướt_web ổn nhân_viên tư_vấn nhiệt_tình . tội thấy pin hết khá nhanh,0,1,0,0,0,1,0,0,0
