,id,name,sku,url_key,brand_name,seller_product_id,seller_id,price,original_price,discount,discount_rate,rating_average,review_count,productset_id,category,sold
4177,133878527,Kính cường lực Nillkin CP+ PRO cho Xiaomi 11T - 11T Pro FULL viền đen - Hàng nhập khẩu,9251650050225,kinh-cuong-luc-nillkin-cp-pro-cho-xiaomi-11t-11t-pro-full-vien-den-hang-nhap-khau-p133878527,NILLKIN,133878528,1955,139000,139000,0,0,4.3,30,3889,Phụ kiện số,80
4178,176727998,Hub chuyển đổi mở rộng đa năng USB Typec sang USB 3.0,6244052623975,hub-chuyen-doi-mo-rong-da-nang-usb-typec-sang-usb-3-0-p176727998,OEM,176727999,191404,82000,95000,13000,14,4.5,2,3783,Phụ kiện số,10
4179,38089794,"Giá đỡ kẹp điện thoại S500 dành cho xe máy, xe mô tô siêu cứng, chống trộm, chống rung lắc, tháo lắp dễ dàng - Hàng nhập khẩu",7502469420069,gia-do-kep-dien-thoai-s500-danh-cho-xe-may-xe-mo-to-sieu-cung-chong-trom-chong-rung-lac-thao-lap-de-dang-hang-nhap-khau-p38089794,OEM,38089796,18325,159000,169000,10000,6,4.5,60,3885,Phụ kiện số,260
4180,34557311,"Túi phụ kiện công nghệ BUBM chuyên dụng 1 ngăn, 2 ngăn đựng dây cáp, pin sạc dự phòng có quai xách cầm tay tiện lợi- Hàng chính hãng",4894764786197,tui-phu-kien-cong-nghe-bubm-chuyen-dung-1-ngan-2-ngan-dung-day-cap-pin-sac-du-phong-co-quai-xach-cam-tay-tien-loi-hang-chinh-hang-p34557311,BUBM,57024273,104591,99000,99000,0,0,4.5,13,3825,Phụ kiện số,65
4181,263514789,Tai Nghe Không Dây Bluetooth 5.3 VIVAN Infinity GT2 - Chống Nước IPX4 - Playtime 40H - Công Nghệ Khử Ồn ENC- HÀNG CHÍNH HÃNG,1336743966315,tai-nghe-khong-day-bluetooth-5-3-vivan-infinity-gt2-chong-nuoc-ipx4-playtime-40h-cong-nghe-khu-on-enc-hang-chinh-hang-p263514789,VIVAN,263514792,97516,369000,639000,270000,42,4.6,8,3781,Phụ kiện số,27
4182,200679217,Miếng dán Viền Điện Thoại PPF Kai Dành Cho Iphone 14/ 14 Plus/ 14 Pro/ 14 Pro Max - Hàng Chính Hãng,4807421549338,mieng-dan-vien-dien-thoai-ppf-kai-danh-cho-iphone-14-14-plus-14-pro-14-pro-max-hang-chinh-hang-p200679217,KAI NGUYỄN,200679231,158862,25000,25000,0,0,4.3,6,3889,Phụ kiện số,65
4183,51510460,Cáp chuyển đổi HDMI sang VGA FULL HD 1080P dây chuyển đổi từ hdmi sang vga,5262340765673,cap-chuyen-doi-hdmi-sang-vga-full-hd-1080p-day-chuyen-doi-tu-hdmi-sang-vga-p51510460,OEM,51510461,114948,25000,25000,0,0,4.5,124,3991,Phụ kiện số,687
4184,143397923,Miếng lót chuột Kai hình tròn siêu dễ thương nhiều mẫu mới,2545059224385,mieng-lot-chuot-kai-hinh-tron-sieu-de-thuong-nhieu-mau-moi-hang-chinh-hang-p143397923,OEM,143397927,158862,24000,24000,0,0,4.8,193,3713,Phụ kiện số,1094
4185,205355239,Tay Cầm Gamepad Không Dây Rapoo V600S (Type-C) - Hàng Chính Hãng,9140454732593,tay-cam-gamepad-khong-day-rapoo-v600s-type-c-hang-chinh-hang-p205355239,RAPOO,205355249,280245,649000,999000,350000,35,4.0,5,3785,Phụ kiện số,39
4186,359480,Combo chuột phím có dây Logitech MK120 - Hàng chính hãng,2978818503797,combo-chuot-phim-co-day-logitech-mk120-fullsize-co-phim-so-ben-bi-chong-tran-hang-chinh-hang-p359480,LOGITECH,93474193,333,199000,199000,0,0,4.7,14,3717,Phụ kiện số,96
4187,200652020,Kính Thực Tế Ảo VR Shinecon SC-G13 Cho Điện Thoại  4.7-7.2 Inch - Hàng Chính Hãng,2135406217736,kinh-thuc-te-ao-vr-shinecon-sc-g13-cho-dien-thoai-4-7-7-2-inch-hang-chinh-hang-p200652020,SHINECON,200652021,29693,189000,189000,0,0,4.5,5,3773,Phụ kiện số,14
4188,11204743,Bộ Loa máy tính Microlab M105/2.1 - Hàng Chính Hãng,7254008978622,bo-loa-may-tinh-microlab-m105-2-1-hang-chinh-hang-p11204743,MICROLAB,25363284,65781,478000,478000,0,0,5.0,20,3707,Phụ kiện số,55
4189,196911785,Tay Cầm Chơi Game Gamesir X2 PRO-XBOX Bộ Điều Khiển Trò Chơi Di Động Dành Cho Điện Thoại Android - Hàng Chính Hãng,5405626039269,tay-cam-choi-game-gamesir-x2-pro-xbox-bo-dieu-khien-tro-choi-di-dong-danh-cho-dien-thoai-android-hang-chinh-hang-p196911785,GAMESIR,196911786,5411,2500000,2500000,0,0,5.0,4,3785,Phụ kiện số,6
4190,33142561,Củ sạc HOCO 1A UH102 - Hàng nhập khẩu,4600833453219,cu-sac-hoco-1a-uh102-hang-nhap-khau-p33142561,HOCO,152383690,185079,20000,20000,0,0,4.8,11,3801,Phụ kiện số,89
4191,10724668,Đế tản nhiệt laptop 2 quạt N99 – chịu lực tốt,4379323541915,de-tan-nhiet-laptop-2-quat-n99-chiu-luc-tot-p10724668,OEM,247957906,329374,114600,114600,0,0,4.0,2,3715,Phụ kiện số,19
4192,133090600,Cáp sạc nhanh iphone pd 20W Baseus CATLWJ-01 type c to iphone - dây sạc cao cấp hỗ trợ IP 12 11 x xsmax 8.. - hàng chính hãng,8353444437906,cap-sac-nhanh-iphone-pd-20w-baseus-catlwj-01-type-c-to-iphone-day-sac-cao-cap-ho-tro-ip-12-11-x-xsmax-8-hang-chinh-hang-p133090600,BASEUS,176169736,236667,85869,85869,0,0,3.3,3,3749,Phụ kiện số,20
4193,138492558,"MEMO DL05 - Quạt tản nhiệt điện thoại - Siêu lạnh, hiển thị nhiệt độ, LED RGB, Kẹp thu vào 2 chiều - Hàng Nhập Khẩu",2192010385952,memo-dl05-quat-tan-nhiet-dien-thoai-sieu-lanh-hien-thi-nhiet-do-led-rgb-kep-thu-vao-2-chieu-hang-nhap-khau-p138492558,MEMO,174246364,173338,250000,250000,0,0,4.8,16,3765,Phụ kiện số,44
4194,204661774,Bàn Phím Cơ Bluetooth Không Dây K68BT Trục Cơ Red Switch Gõ Cực Đã Phím Gõ Êm Nhỏ Gọn Có Hotswap Có Thể Custom Kết Nối Máy Tính / Điện Thoại / Pc- Hàng Chính Hãng,8063283453144,ban-phim-co-bluetooth-khong-day-k68bt-truc-co-red-switch-go-cuc-da-phim-go-em-nho-gon-co-hotswap-co-the-custom-ket-noi-may-tinh-dien-thoai-pc-hang-chinh-hang-p204661774,XSMART,204661776,152209,518000,629000,111000,18,4.2,17,3755,Phụ kiện số,77
4195,120462772,"Loa vi tính loa gỗ công suất lớn dùng cho PC, Laptop, ĐT,Tivi-LEERFEI YST 3513 2.0",1931762114011,loa-vi-tinh-loa-go-cong-suat-lon-dung-cho-pc-laptop-dt-tivi-leerfei-yst-3513-2-0-p120462772,OEM,196190744,106273,104650,104650,0,0,5.0,2,3707,Phụ kiện số,8
4196,42194494,Loa Bluetooth Tronsmart Element T6 Mini Loa Bluetooth 5.0 ngoài trời chống thấm nước IPX6 15W - Hàng Chính Hãng,1208425484293,loa-bluetooth-tronsmart-element-t6-mini-loa-bluetooth-5-0-ngoai-troi-chong-tham-nuoc-ipx6-15w-hang-chinh-hang-p42194494,TRONSMART,42194498,11816,375000,375000,0,0,4.5,50,3725,Phụ kiện số,179
4197,54972170,Chuột Không Dây A2 Chống Ồn Pin Sạc Được Không Cần Thay PIN - Màu Ngẫu Nhiên,6125200115883,chuot-khong-day-a2-chong-on-pin-sac-duoc-khong-can-thay-pin-mau-ngau-nhien-p54972170,OEM,107865687,20367,68000,69000,1000,1,4.8,13,3721,Phụ kiện số,63
4198,418581,Tai nghe có dây Logitech H540 - Hàng chính hãng,6502094641274,tai-nghe-co-day-logitech-h540-mic-giam-on-dieu-khien-tren-tai-tien-loi-am-thanh-chat-luong-hd-dem-tai-thoai-mai-ket-noi-usb-a-hang-chinh-hang-p418581,LOGITECH,1047726,915,778000,778000,0,0,5.0,7,3931,Phụ kiện số,34
4199,83470533,Miếng Lót Chuột Nhôm Lucas (Mouse pad) Aluminum 220x180mm - Hàng Chính Hãng,8686428730769,mieng-lot-chuot-nhom-lucas-mouse-pad-aluminum-220x180mm-hang-chinh-hang-p83470533,LUCAS,83470538,15482,100000,100000,0,0,4.7,97,3713,Phụ kiện số,324
4200,206234195,"Ốp lưng lượn sóng cho iPhone 6/6s, 6 Plus/6s Plus, 7/8/SE 2020, 7 Plus/8 Plus hình nơ",6645241589501,op-lung-luon-song-cho-iphone-6-6s-6-plus-6s-plus-7-8-se-2020-7-plus-8-plus-hinh-no-p206234195,OEM,206234205,300381,19600,28000,8400,30,5.0,2,3893,Phụ kiện số,2
4201,8148263,Gía đỡ điện thoại Momostick For Car Jean,2376844379366,gia-do-dien-thoai-momostick-for-car-jean-p8148263,OEM,8148265,13176,19000,19000,0,0,3.0,4,3885,Phụ kiện số,33
4202,23420871,Ốp Lưng Kính Cường Lực Iphone 6 Plus / 6S Plus - 03002 0599 HOABINGAN10 - In hình Hoa Bỉ Ngạn - Hàng Chính Hãng,6818130720378,op-lung-kinh-cuong-luc-iphone-6-plus-6s-plus-03002-0599-hoabingan10-in-hinh-hoa-bi-ngan-hang-chinh-hang-p23420871,NETTACASE,23420872,59233,76000,76000,0,0,4.8,4,3893,Phụ kiện số,10
4203,142377968,Tụ 10000uF/63v,7746984303809,tu-10000uf-63v-p142377968,OEM,142377975,230910,17000,17000,0,0,3.6,5,3833,Phụ kiện số,40
4204,169923066,Bộ 3 Nhíp Kẹp Linh Kiện Điện Tử Vàng,6507154954565,bo-3-nhip-kep-linh-kien-dien-tu-vang-p169923066,OEM,169923072,271398,13622,13622,0,0,5.0,10,3837,Phụ kiện số,33
4205,148552450,"Tấm lót chuột, bàn di chuột, PAD CHUỘT game, văn phòng",9231177190580,tam-lot-chuot-ban-di-chuot-pad-chuot-game-co-lon-p148552450,OEM,148552512,251028,76000,76000,0,0,4.6,5,3713,Phụ kiện số,41
4206,107449847,"Kính cường lực Vsmart Aris Chống nhìn trộm-Độ trong suốt cao, Chống vân tay-Bảo vệ sự riêng tư",3731864146710,kinh-cuong-luc-vsmart-aris-chong-nhin-trom-do-trong-suot-cao-chong-van-tay-bao-ve-su-rieng-tu-p107449847,VSMART,107449848,141651,59000,59000,0,0,4.7,16,3889,Phụ kiện số,42
4207,115518964,"10m dây loa cao cấp CAF AUDIO H2Pro lõi đồng nguyên chất 230 sợi, dây loa audio xịn-chống nhiễu dài 10m",2258394893711,10m-day-loa-cao-cap-caf-audio-h2pro-loi-dong-nguyen-chat-230-soi-day-loa-audio-xin-chong-nhieu-dai-10m-p115518964,OEM,115518967,43245,160000,160000,0,0,4.8,4,3761,Phụ kiện số,12
4208,169922723,"Combo Bộ 5 Ống Gen Co Nhiệt, Cách Điện phi 1-2-3-4-5 Mỗi Sợi 1m - Màu Sắc Ngẫu Nhiên",1100011927708,combo-bo-5-ong-gen-co-nhiet-cach-dien-phi-1-2-3-4-5-moi-soi-1m-mau-sac-ngau-nhien-p169922723,OEM,169922725,271398,9990,9990,0,0,5.0,4,3837,Phụ kiện số,42
4209,184670158,Ốp lưng chống sốc dành cho SamSung Galaxy A73 5G chính hãng Nillkin dạng sần - Hàng chính hãng,6844060985274,op-lung-chong-soc-samsung-galaxy-a73-5g-chinh-hang-nillkin-dang-san-hang-chinh-hang-p184670158,NILLKIN,184670160,261961,118757,118757,0,0,5.0,4,3895,Phụ kiện số,12
4210,185967572,Ốp lưng dành cho SamSung Galaxy A33 5G - A53 5G - A73 5G chính hãng Nillkin dạng sần - Hàng nhập khẩu,8551609072857,op-lung-danh-cho-samsung-galaxy-a33-5g-a53-5g-a73-5g-chinh-hang-nillkin-dang-san-p185967572,NILLKIN,202835024,181356,104999,104999,0,0,5.0,11,3895,Phụ kiện số,21
4211,183896276,Ốp lưng chống sốc XUNDD cho oppo find x5 bảo vệ camera - hàng nhập khẩu,9222350612489,op-lung-chong-soc-xundd-cho-oppo-find-x5-bao-ve-camera-hang-nhap-khau-p183896276,XUNDD,183896277,81697,180000,180000,0,0,2.5,2,3899,Phụ kiện số,3
4212,182086311,Ốp lưng cho Xiaomi Redmi Note 11 - Ốp lưng nhựa cứng PC Nillkin Hàng nhập khẩu,5483347743248,op-lung-cho-xiaomi-redmi-note-11-op-lung-nhua-cung-pc-van-nham-chinh-hang-nillkin-p182086311,NILLKIN,182086312,22183,99000,99000,0,0,4.8,4,3897,Phụ kiện số,10
4213,150006846,"Lọc xì số EQ A31 hàng mới nguyên hộp phiên bản 2021, chạy stereo 31 cần | 10 chế độ lưu",2034668241193,loc-xi-so-eq-a31-hang-moi-nguyen-hop-phien-ban-2021-chay-stereo-31-can-10-che-do-luu-p150006846,OEM,150006847,155741,1790000,1790000,0,0,3.0,2,3265,Phụ kiện số,3
4214,168657952,Mạch Thùng Kéo 4 tấc/3 tấc,7044180978510,mach-loa-keo-4-tac-3-tac-p168657952,OEM,168657953,68477,890000,890000,0,0,4.6,5,3235,Phụ kiện số,11
4215,251194130,Ốp lưng cho iPhone 13 pro / 13 Pro Max / 14 Pro / 14 Pro Max hiệu Nillkin Frosted Shield Pro chống sống chống vân tay - Hàng nhập khẩu,3527483817767,op-lung-cho-iphone-13-pro-13-pro-max-14-pro-14-pro-max-hieu-nillkin-frosted-shield-pro-chong-song-chong-van-tay-hang-nhap-khau-p251194130,NILLKIN,251188915,1710,139000,139000,0,0,5.0,2,3893,Phụ kiện số,4
4216,249390678,"Dock đế sạc không dây magnetic sạc nhanh 2.5W hỗ trợ sạc MFI cho Apple Watch series 1 / 2 / 3 / 4 / 5 / 6 / 7 / 8 / SE / watch ultra 49mm đầu USB Cm / Type C hiệu Wiwu M16 Pro sạc được cho Apple Watch tất cả phiên bản, chip sạc thông minh - Hàng nhập khẩu",7842333854047,dock-sac-cho-apple-watch-hieu-wiwu-m16-pro-hang-nhap-khau-p249390678,WIWU,252231621,141107,348999,383898,34899,9,0.0,0,3851,Phụ kiện số,0
4217,34743233,"Ốp lưng Samsung Galaxy S8 - Bề mặt nhám chống vân tay, lưng cứng, viền TPU dẻo - 02049 - Hàng Chính Hãng",7438168026731,op-lung-samsung-galaxy-s8-be-mat-nham-chong-van-tay-lung-cung-vien-tpu-deo-02049-hang-chinh-hang-p34743233,NETTACASE,35605797,59233,37000,37000,0,0,4.3,14,3895,Phụ kiện số,50
4218,26576573,Lens Chụp Ảnh Cho Điện Thoại 2 Trong 1 (Góc Rộng Và Macro),8755352739438,lens-chup-anh-cho-dien-thoai-2-trong-1-goc-rong-va-macro-p26576573,OEM,110852125,147505,125000,125000,0,0,4.2,13,3817,Phụ kiện số,33
4219,68535273,KỆ Ampli - Cục Đẩy Loại Nhỏ 50CM,3104215843272,ke-ampli-cuc-day-loai-nho-50cm-p68535273,OEM,68535274,68477,390000,390000,0,0,4.8,23,3235,Phụ kiện số,83
4220,207765296,"Ốp Bảo Vệ Dành Cho Airpods Pro 2, WAVE TPU Kai.N Case - Hàng Chính Hãng",6196526491016,op-bao-ve-danh-cho-airpods-pro-2-wave-tpu-kai-n-case-hang-chinh-hang-p207765296,KAIN,207765297,279683,149000,229000,80000,35,5.0,2,3825,Phụ kiện số,4
4221,192295280,"Bao Da Kèm Bàn Phím Cho Samsung Galaxy Tab S6 Lite 2022 10.4 inch P613/P619 Smart KeyBoard Kết Nối Bluetooth Thông Minh, Hỗ Trợ Đóng Mở Màn Hình - Hàng Nhập Khẩu",3266714071265,bao-da-kem-ban-phim-cho-samsung-galaxy-tab-s6-lite-2022-10-4-inch-p613-p619-smart-keyboard-ket-noi-bluetooth-thong-minh-ho-tro-dong-mo-man-hinh-hang-nhap-khau-p192295280,GREENCASE,192295284,262794,450000,450000,0,0,4.7,7,3917,Phụ kiện số,27
4222,6076977,Dây audio quang (Toslink Optical) đầu nhôm dài 2M UGREEN AV108 10540 - Hàng chính hãng,5368073964106,day-audio-quang-toslink-optical-dau-nhom-dai-2m-ugreen-av108-10540-hang-chinh-hang-p6076977,UGREEN,24823763,65781,170000,170000,0,0,5.0,11,3811,Phụ kiện số,59
4223,250339544,Micro Không Dây Hát Karaoke Kèm Loa Bluetooth Mini Cao Cấp WS-900 Nâng giọng cực chất Loa Bluetooth Karaoke Mini Gia Đình Có Thu Âm Có Thẻ Nhớ USB AUX Mic LiveStream Không Dây Giá Rẻ Bản Nâng Cấp,8617274067924,micro-khong-day-hat-karaoke-kem-loa-bluetooth-mini-cao-cap-ws-900-nang-giong-cuc-chat-loa-bluetooth-karaoke-mini-gia-dinh-co-thu-am-co-the-nho-usb-aux-mic-livestream-khong-day-gia-re-ban-nang-cap-p250339544,OEM,250339548,332928,385000,770000,385000,50,5.0,4,3767,Phụ kiện số,5
4224,221274767,Bàn phím cơ không dây Keychron K4 Pro QMK/VIA (Led RGB - Hotswap) - Hàng Chính Hãng,2859517427509,ban-phim-co-khong-day-keychron-k4-pro-qmk-via-led-rgb-hotswap-hang-chinh-hang-p221274767,KEYCHRON,249029531,27572,2589000,2589000,0,0,3.7,3,3755,Phụ kiện số,8
4225,169923790,"Cuộn 1m Kẽm hàn Cell Pin 18650 dày 0,1mm Rộng 4mm, 6mm, 8mm Loại Tốt",5339071853407,cuon-1m-kem-han-cell-pin-18650-day-0-1mm-rong-4mm-6mm-8mm-loai-tot-p169923790,OEM,169923802,271398,14550,14550,0,0,5.0,9,3837,Phụ kiện số,41
4226,76203364,Ốp lưng Samsung Galaxy S20 Plus/ S20 Ultra chính hãng SULADA dạng da mềm,6584973668089,op-lung-samsung-galaxy-s20-plus-s20-ultra-chinh-hang-sulada-dang-da-mem-p76203364,SULADA,90989298,178422,88999,88999,0,0,4.0,2,3895,Phụ kiện số,12
4227,127966530,"Tai Nghe Bluetooth S960 Mới Âm Thanh Nổi 9D Hifi, Tai Nghe Thể Thao Quàng Cổ, LED Hiển Thị Pin, Hỗ Trợ Khe Lắp Thẻ TF Chơi Nhạc",1761969522308,tai-nghe-bluetooth-s960-moi-am-thanh-noi-9d-hifi-tai-nghe-the-thao-quang-co-led-hien-thi-pin-ho-tro-khe-lap-the-tf-choi-nhac-p127966530,OEM,127966534,228337,250000,250000,0,0,4.6,7,3759,Phụ kiện số,29
4228,107471516,"Micro không dây đa năng Max 21 - Micro không dây giá tốt, sử dụng cho mọi loại thiết bị âm thanh - Micro dành cho loa kéo, loa bluetooth, amply - Màn hình Led hiển thị thông số - Âm thanh cực hay, giá cực rẻ - Hàng nhập khẩu",9158314137330,micro-khong-day-da-nang-max-21-micro-khong-day-gia-tot-su-dung-cho-moi-loai-thiet-bi-am-thanh-micro-danh-cho-loa-keo-loa-bluetooth-amply-man-hinh-led-hien-thi-thong-so-am-thanh-cuc-hay-gia-cuc-re-hang-nhap-khau-p107471516,MAX,186640145,291644,209500,230450,20950,9,5.0,2,3253,Phụ kiện số,14
4229,230203401,Ốp lưng da cho Samsung S23 ultra 5G full viền cao cấp,3975741141297,op-lung-da-cho-samsung-s23-ultra-5g-full-vien-cao-cap-p230203401,OEM,230203405,242815,180000,250000,70000,28,5.0,4,3895,Phụ kiện số,11
4230,52180193,Đế Sạc Nhanh 20W Không Dây Xiaomi - Hàng Nhập Khẩu,5505691156302,de-sac-nhanh-20w-khong-day-xiaomi-hang-nhap-khau-p52180193,XIAOMI,75068474,39195,490000,490000,0,0,4.5,32,3805,Phụ kiện số,102
4231,46689426,Pin dành cho Nokia 3310 2017 TA1030 1200mAh,6536944736674,pin-danh-cho-nokia-3310-2017-ta1030-1200mah-p46689426,OEM,55510392,38546,89000,89000,0,0,4.5,31,3873,Phụ kiện số,181
4232,262695530,Bàn phím cơ có dây Akko MonsGeek MG108 Black & Cyan (White LED / AKKO cs switch) - Hàng chính hãng,5776267475164,ban-phim-co-co-day-monsgeek-mg108-black-cyan-white-led-akko-cs-switch-hang-chinh-hang-p262695530,AKKO,262695534,27572,1039000,1299000,260000,20,5.0,2,3757,Phụ kiện số,3
4233,70820048,Bộ 2 Kính Cường Lực GOR cho LG V60 ThinQ ( 2 Miếng full box ) _ Hàng Nhập Khẩu,6126594006984,bo-2-kinh-cuong-luc-gor-cho-lg-v60-thinq-2-mieng-full-box-_-hang-nhap-khau-p70820048,GOR,70820049,22183,99000,99000,0,0,4.8,6,3889,Phụ kiện số,33
4234,20028074,Module Điều Khiển Tốc Độ Động Cơ 220VAC 4KW Hiển Thị Điện Áp V2,8121393472556,module-dieu-khien-toc-do-dong-co-220vac-4kw-hien-thi-dien-ap-v2-p20028074,OEM,104355164,189143,249000,249000,0,0,4.1,7,3829,Phụ kiện số,44
4235,84878780,Tay cầm không dây Dualsense Ps5 -Hàng Nhập Khẩu,3526730993527,tay-cam-khong-day-dualsense-ps5-hang-nhap-khau-p84878780,SONY,84878782,2304,1550000,1550000,0,0,5.0,30,3785,Phụ kiện số,87
4236,124275348,Chuột Không Dây Hình Xe Hơi Có Đèn Led,3945734291021,chuot-khong-day-hinh-xe-hoi-co-den-led-p124275348,OEM,124275351,10889,88000,92000,4000,4,4.0,4,3721,Phụ kiện số,5
4237,125891434,Tai nghe có dây FOOMEE QA46 - Màu Thạch Anh - Âm Thanh HiFi Đầu Cắm,5961319983493,tai-nghe-co-day-foomee-qa46-mau-den-am-thanh-hifi-dau-cam-3-5mm-hang-chinh-hang-p125891434,FOOMEE,181667526,1,220000,220000,0,0,4.8,4,3741,Phụ kiện số,52
4238,33146789,COMBO 2 ĐẦU CHUYỂN TỪ JACK 6LY SANG LỖ 3.5 LOẠI TỐT,5292074051008,combo-2-dau-chuyen-tu-jack-6ly-sang-lo-3-5-loai-tot-p33146789,OEM,215637543,314495,24000,24000,0,0,5.0,2,3761,Phụ kiện số,9
4239,174378779,Đầu Thu USB Logi Bolt dành để sử dụng trên nhiều máy tính - Hàng Chính Hãng,1434996425526,dau-thu-usb-logi-bolt-danh-de-su-dung-tren-nhieu-may-tinh-hang-chinh-hang-p174378779,LOGITECH,174378780,27572,219000,219000,0,0,4.8,4,3989,Phụ kiện số,34
4240,190228845,"Chuột Không Dây A2 Pin Sạc, hai chế độ bluetooth và wireless ( Màu Ngẫu Nhiên)",5426178337424,chuot-khong-day-a2-pin-sac-hai-che-do-bluetooth-va-wireless-mau-ngau-nhien-p190228845,OEM,190228846,76796,65000,65000,0,0,4.3,6,3721,Phụ kiện số,42
4241,75368398,Ốp lưng cho LG V60 dẻo loại tốt GOR - Hàng nhập khẩu,5404241594017,op-lung-cho-lg-v60-deo-loai-tot-gor-hang-nhap-khau-p75368398,GOR,75368399,24172,60000,60000,0,0,5.0,7,3913,Phụ kiện số,17
4242,186193079,"Loa bluetooth 5TECH BS1 hàng chính hãng, loa mini cầm tay di động âm thanh sống động, âm bass siêu trầm nghe nhạc cực đỉnh dành cho điện thoại, máy tính,...",1467551195293,loa-bluetooth-5tech-bs1-hang-chinh-hang-loa-mini-cam-tay-di-dong-am-thanh-song-dong-am-bass-sieu-tram-nghe-nhac-cuc-dinh-danh-cho-dien-thoai-may-tinh-p186193079,5TECH,186193080,55471,299000,449000,150000,33,4.8,24,3725,Phụ kiện số,53
4243,203202218,"Miếng dán màn hình Gor Cho Samsung S22/ S22 Plus Cảm ứng nhạy, Chống trầy xước, Hạn chế vân tay - Hãng Gor (5 miếng) - Hàng nhập khẩu",5795487982104,mieng-dan-man-hinh-gor-cho-samsung-s22-s22-plus-cam-ung-nhay-chong-tray-xuoc-han-che-van-tay-hang-gor-5-mieng-hang-nhap-khau-p203202218,GOR,203202222,95587,60000,60000,0,0,4.3,3,3889,Phụ kiện số,14
4244,43399070,Ốp lưng da kính cao cấp dành cho iPhone XS Max - Màu xanh - Hàng nhập khẩu - DELICATE,6664203125904,op-lung-da-kinh-cao-cap-danh-cho-iphone-xs-max-mau-xanh-hang-nhap-khau-delicate-p43399070,DELICATE,43399071,54282,149000,150000,1000,1,4.7,41,3893,Phụ kiện số,95
4245,203999253,Ốp lưng cho Xiaomi 12T - Redmi K50 Ultra chống sốc trong viền nhựa dẻo XunDD - Hàng nhập khẩu,9411939033314,op-lung-cho-xiaomi-12t-redmi-k50-ultra-chong-soc-trong-vien-nhua-deo-xundd-p203999253,XUNDD,203999255,1955,99000,99000,0,0,4.3,3,3897,Phụ kiện số,6
4246,160879414,"Bộ thu phát USB bluetooth 5.0 CV, mạnh mẽ không dây hai chiều Laptop, PC, Tivi, ô tô phát nhạc Hifi Stereo, Màn hình LED trực quan, Tích hợp Mic giảm tiếng ồn - Hàng chính hãng",2404827353328,bo-thu-phat-bluetooth-5-0-cv-manh-me-khong-day-hai-chieu-laptop-pc-tivi-o-to-phat-nhac-hifi-stereo-man-hinh-led-truc-quan-cong-usb-hang-chinh-hang-p160879414,CV,160879416,212008,198000,198000,0,0,4.3,12,3813,Phụ kiện số,64
4247,73592303,"Pin Sạc Dự Phòng Năng Lượng Mặt Trời 20000mAh, Bộ Pin Dự Phòng Du Lịch Dài Ngày ,Cắm Trại Đầu Ra Kép USB 5V 1A / 2A Với Chức Năng SOS và La Nàn PWBANK US07PWBANK US07P- Hàng Chính Hãng",5804509448494,pin-sac-du-phong-nang-luong-mat-troi-20000mah-bo-pin-du-phong-du-lich-dai-ngay-cam-trai-dau-ra-kep-usb-5v-1a-2a-voi-chuc-nang-sos-va-la-nan-pwbank-us07pwbank-us07p-hang-chinh-hang-p73592303,USLION,73592323,122588,399000,399000,0,0,3.9,78,3863,Phụ kiện số,164
4248,186242839,"Tai Nghe Chụp Tai Máy Tính Teement TM01 Gaming MC Q9 Có Đèn Led Đổi Màu, Mic Đàm Thoại, Headphone Chơi Game Trên Laptop, Pc - Hàng Chính Hãng",8700042721011,tai-nghe-chup-tai-may-tinh-teement-tm01-gaming-mc-q9-co-den-led-doi-mau-mic-dam-thoai-headphone-choi-game-tren-laptop-pc-hang-chinh-hang-p186242839,TEEMENT,186242841,277179,250000,250000,0,0,5.0,7,3731,Phụ kiện số,42
4249,168526688,"Miếng Lót Chuột, Bàn Di Chuột, mouse pad cỡ lớn (80x30x0.3)",5489675635931,mieng-lot-chuot-ban-di-chuot-mouse-pad-sieu-anh-hung-co-lon-80x30x0-3-p168526688,OEM,168526690,135215,89000,89000,0,0,5.0,2,3713,Phụ kiện số,14
4250,9490821,Đầu đọc thẻ USB Type C OTG cho thẻ nhớ CF/SD/TF,6439003600285,dau-doc-the-usb-type-c-otg-cho-the-nho-cf-sd-tf-p9490821,OEM,55077695,109906,274999,274999,0,0,4.5,37,3985,Phụ kiện số,139
4251,242423101,"Miếng dán màn hình kính cường lực cho iPad Gen 10 10.9 inch 2022 hiệu Nillkin Amazing H+ (mỏng 0.2 mm, vát cạnh 2.5D, chống trầy, chống va đập) - Hàng Chính Hãng",7152724296732,mieng-dan-man-hinh-kinh-cuong-luc-cho-ipad-gen-10-10-9-inch-2022-hieu-nillkin-amazing-h-mong-0-2-mm-vat-canh-2-5d-chong-tray-chong-va-dap-hang-chinh-hang-p242423101,NILLKIN,242423102,159903,299000,299000,0,0,0.0,0,3891,Phụ kiện số,0
4252,177675692,Bộ bàn phím và chuột máy tính có dây Logitech B100/ K120- Hàng chính hãng,6890151588670,bo-ban-phim-va-chuot-may-tinh-co-day-logitech-mk120-hang-chinh-hang-p177675692,LOGITECH,189342355,60386,216000,216000,0,0,5.0,3,3717,Phụ kiện số,22
4253,199553581,Ốp Lưng UAG cho iPhone 14 series Monarch Pro Magsafe,8268379156101,op-lung-chong-soc-quan-su-cho-iphone-14-series-uag-monarch-pro-magsafe-hang-chinh-hang-p199553581,UAG,201016618,120907,1900000,1900000,0,0,4.0,4,3893,Phụ kiện số,10
